Symbol,Name,WKN,Typ,Kaufdatum,Kaufkurs €,Stück,Stop €,Ziel €,Notiz
NKE,Nike,866993,Aktie,2026-04-01,38.49784211367356,,40.42981961365968,34.633887113701334,SHORT
